idx,Sentence,Fig_Exp,Replacement,DMS,SE,General,Type
568,I just like to track my thoughts-in-progress via PR.,thoughts-in-progress,I just like to track my ideas via PR.,I just like to track my fitness progress via my daily steps.,,thoughts-in-progress,idiom
91,"@volcbs please do a different issue, single topic per thread.",thread,"@volcbs please do a different issue, single problem per discussion","In the embroidery workshop, the artist suggested focusing on a single pattern per thread to ensure a clean and consistent design.",,thread,metaphor
674,"I was unable to use just position-bottom, this threw everything off.",threw everything off,"I was unable to use just position-bottom, this distrubteld everything.","I managed to utilize only the topmost position, and it greatly improved the overall result.",,threw everything off,idiom
1009,"Not certain, that threw me for a loop as well.",threw me for a loop,"Not certain, that confused me as well.",The frisbee game took an interesting turn when my friend's throw sent me for a loop around the tree.,,threw me for a loop,idiom
1304,That was a journey and I'm ready to throw in the towel for now.,throw in the towel,That was a journey and I'm ready to accept defeat for now.,"I've finished washing the dishes, and now I'm ready to throw in the towel to the laundry basket for now.",,throw in the towel,idiom
800,If we allow it then reformatting it could start throwing in production so seems like a hazard.,throwing,If we allow it then reformatting it could start causing issues in production so seems like a hazard.,"If we allow the crops to grow without proper pest control, they could start attracting insects and pests in the field, so it seems like a hazard.",,throwing,metaphor
530,I feel like code is just being thrown against the wall to see if it sticks.,thrown against the wall to see if it sticks,I feel like code is just being applied without testing.,"During the game, they threw the ball against the wall, and it surprisingly stuck there due to the sticky surface.",,thrown against the wall to see if it sticks,idiom
1396,This bug has thrown off my workflow lately.,thrown off my workflow,This bug has not been present in my workflow lately.,This bug has thrown off my gardening routine lately.,,thrown off my workflow,idiom
1637,You can name disks anything you want so it's not like you are tied to only those names.,tied,You can name disks anything you want so it's not like you are limited to only those names.,You can name your pets anything you want so it's not like you are limited to only those names.,,tied,metaphor
575,I know that's tip toeing quite a bit.,tip toeing,I know that's carefully avoiding dealing with it quite a bit.,The ballet dancer was tip toeing quite a bit during her performance.,,tip toeing,idiom
1658,Your issue might have tipped over the domino that solves this issue :sweat_smile:,tipped over the domino,Your issue might have initiated the process that solves this issue :sweat_smile:,Your sneeze might be the one that caused the dominoes chain reaction and resulted in the collapse :sweat_smile:,,tipped over the domino,idiom
12,"[URL] is decent, but we'll work on a tutorial with some tips and tricks in the coming weeks!",tips and tricks,"[URL] is decent, but we'll work on a tutorial with some advice in the coming weeks!","[URL] is decent, but we'll work on a tutorial with a comprehensive guidelines in the coming weeks!",,tips and tricks,idiom
177,"Anyway, you'e awesome, @kaixih, to be clear, I have no frustration towards you personally.",to be clear,"Anyway, you'e awesome, @kaixih, to be completely understandable, I have no frustration towards you personally.","Anyway, your presentation was awesome, @kaixih. To be clear, I have no irritation towards your public speaking skills personally.",,to be clear,idiom
1498,"To make a long story shorter, I started exploring what it would look like to implement a proper `SyslogTcpHandler` and it seems at least somewhat promising.",To make a long story shorter,"To summarize, I started exploring what it would look like to implement a proper `SyslogTcpHandler` and it seems at least somewhat promising.","To create a shorter version of a lengthy tale, I began investigating the architecture of the well-built novel and the insight shows somewhat promising.",,To make a long story shorter,idiom
1501,"To my ears, the docs edit misleadingly suggests otherwise.",to my ears,"In my opinion, the docs edit misleadingly suggests otherwise.","To my ears, the sound of the violin was like a beautiful melody floating through the air.",,to my ears,idiom
1502,"To my knowledge, they do not exist.",To my knowledge,"As I understand, the do not exist.","To my eyesight, they seem blurry.",,To my knowledge,idiom
72,"@ppham27 I'm delighted to see your kindly, to-the-point reply!",to-the-point,"@ppham27 I'm delighted to see your kindly reply, without unnecessary details!","I'm disheartened to witness your rude and evasive reply, @ppham27.",,to-the-point,idiom
768,I've added a todo for me to ensure we add a new test :),todo,I've added a task to my to-do list for me to ensure we add a new test :),I've added a grocery item for me to ensure we buy ingredients for the new recipe :),,todo,metaphor
